code,class,course title,credits,category,instructor,day,period
CU302,01,Gender Studies 01,4,Intermediate Courses,"DVORAK, Greg ドボルザーク グレッグ",Wed.,"４時限, ５時限"
CU310,01,Culture in Context 4th,2,Intermediate Courses,"FIELD, Malcolm フィールド マルコム",Thur.,３時限
CU311,01,Culture and Law 01,2,Intermediate Courses,"RHEE, Maji Christine リー マージ クリスティン",Wed.,１時限
CU330,01,Anthropology of Religion 01,4,Intermediate Courses,"BERNARD, Rosemarie ベルナール ローズマリー",Fri.,"３時限, ４時限"
CU333,01,Python Programming for Digital Humanities 01,4,Intermediate Courses,"OHMAN, Emily オーマン エミリー","Thur., others","２時限, フルオンデマンド"
CU335,01,The German-Speaking Countries: Language and Society 01,2,Intermediate Courses,"SCHARLOTH, Joachim シャルロート ヨアヒム",Thur.,３時限
CU340,01,APM- International Relations in the 20th Century: A Korean Perspective 01,2,Intermediate Courses,"LEE, Bong Kyu 李 奉奎",Wed.,４時限
CU341,01,APM- Public and Citizen Participation in French Climate Change Debates 01,2,Intermediate Courses,"SALA, Adrienne Yumiko サラ アドリエンヌ ユミコ",Wed.,３時限
CU344,01,Materialities of Communication Media 01,2,Intermediate Courses,"NISHIMURA, Keiko 西村 恵子",Mon.,４時限
CU345,01,Media and Popular Culture 01,2,Intermediate Courses,"NISHIMURA, Keiko 西村 恵子",Tues.,４時限
CU346,01,APM- Selected Topics in Korean Society 01,2,Intermediate Courses,"LEE, Bong Kyu 李 奉奎",Wed.,２時限
CU347,01,APM- German Communicative Genres and Texttypes in Everyday Life and Academic Discourse 01,2,Intermediate Courses,"STEINHAUER, Hagen Fritjof シュタインハウアー ハーゲン フリチョフ",Tues.,３時限
CU348,01,APM- Youth Culture and Language in Germany (Jugendkultur und Jugendsprache in Deutschland) 01,2,Intermediate Courses,"STEINHAUER, Hagen Fritjof シュタインハウアー ハーゲン フリチョフ",Mon.,３時限
CU349,01,K-Culture in Text 01,2,Intermediate Courses,"RHEE, Maji Christine リー マージ クリスティン",Wed.,２時限
MB304,01,Cognitive Psychology,4,Intermediate Courses,"AZUMA, Rayna 東 玲奈",Thur.,"２時限, ３時限"
CM305,01,APM- Anthropology and Chinese Studies in the 20th Century 01,2,Intermediate Courses,"SHAN, Qi シャン チイ",Thur.,３時限
LE406,01,Paleoherpetology 01,4,Advanced Courses,"HIRAYAMA, Ren 平山 廉",Mon.,"３時限, ４時限"
LE409,01,Evolutionary Biology 01,4,Advanced Courses,"UCHIDA, Akiko 内田 亮子",Mon.,"３時限, ４時限"
LE410,01,Virtual Earth: Simulating the Environment 01,4,Advanced Courses,"KHATIWALA, Samar Prakash カティワラ サマー プラカッシュ","Mon., Wed.",２時限
MI401,01,Computerized Society 01,2,Advanced Courses,"QI, Xin 斉 欣",Wed.,４時限
MI409,01,Differential Equations 01,4,Advanced Courses,"INABA, Satoshi 稲葉 知士",Wed.,"３時限, ４時限"
MI413,01,Advanced Calculus 01,4,Advanced Courses,"SCHUSTER, Alfons Josef シュスター アルフォンズ ジョセフ","Tues., Fri.",２時限
PR414,01,History of Metaphysics and of its Critique 01,4,Advanced Courses,"NAGASAKA, Masumi 長坂 真澄",Tues.,"３時限, ４時限"
PR417,01,Political Movements in the Islamic World 01,4,Advanced Courses,"SAKURAI, Keiko 桜井 啓子","Thur., Fri.",３時限
HI402,01,International History of War and Peace,4,Advanced Courses,"OKAMOTO, Koichi 岡本 公一","Wed., Fri.",３時限
HI419,01,History of Modern Earth and Life Sciences 01,4,Advanced Courses,"SIDOLI, Nathan Camillo シドリ ネイサン カミッロ","Mon., Tues.",５時限
HI424,01,History of Premodern Japan 01,4,Advanced Courses,"NAKAI, Maki 中井 真木","Tues., Fri.",１時限
EB431,01,Fiscal Issues on Social Security 01,2,Advanced Courses,"KOOK, Joongho 鞠 重鎬",Tues.,５時限
EB434,01,Enterprise and Governance 01,4,Advanced Courses,"POKARIER, Christopher J ポカリア クリストファー",Thur.,"２時限, ３時限"
EB438,01,Industrial Organization 01,4,Advanced Courses,"SUZUKI, Ayako 鈴木 彩子","Mon., Sat.","３時限, ２時限"
EB443,01,Economic Development 01,4,Advanced Courses,"DAIMON, Leo 大門 怜央",Sat.,"１時限, ２時限"
EB447,01,Modern Korean Economic Development 01,2,Advanced Courses,"KIM, Sei Wan 金 世浣",Fri.,３時限
GO413,01,Ancient Political Thought 01,4,Advanced Courses,"SEUL, Timothy スール ティモシー","Wed., Thur.",３時限
GO425,01,Comparative Politics: Democracies 01,2,Advanced Courses,"TOYONAGA, Ikuko 豊永 郁子",Wed.,３時限
GO426,01,Political Parties and Party Systems 01,2,Advanced Courses,"TOYONAGA, Ikuko 豊永 郁子",Tues.,３時限
GO427,01,Peacebuilding and Humanitarian Assistance 01,4,Advanced Courses,"UESUGI, Yuji 上杉 勇司",Fri.,"２時限, ３時限"
GO428,01,APM- Advanced Perspectives on Women in Politics: A Comparative Study 01,2,Advanced Courses,"SALA, Adrienne Yumiko サラ アドリエンヌ ユミコ",Fri.,４時限
GO429,01,APM- Germany as a Democracy at risk 01,2,Advanced Courses,"STEINHAUER, Hagen Fritjof シュタインハウアー ハーゲン フリチョフ",Mon.,４時限
IR403,01,European Integration and Foreign Policy,4,Advanced Courses,"KATAOKA, Sadaharu 片岡 貞治",Wed.,"４時限, ５時限"
CO421,01,Selected Topics in Applied Linguistics 01,4,Advanced Courses,"MUEHLEISEN, Victoria L. ミューライゼン ヴィクトリア","Mon., Fri.",１時限
CO457,01,Acoustics and Auditory Phonetics,4,Advanced Courses,"KONDO, Mariko 近藤 眞理子",Mon.,"２時限, ３時限"
EX422,01,Cultural Interaction between East and West in Art,4,Advanced Courses,"KOBAYASHI, Kazue 小林 一枝",Wed.,"３時限, ４時限"
EX431,01,Special Topics in Cinema and Media Studies,4,Advanced Courses,"KAMINISHI, Yuta 上西 雄太","Tues., Thur.",３時限
EX446,01,Reading American Literature 01,4,Advanced Courses,"OWADA, Eiko 大和田 英子",Mon.,"３時限, ４時限"
EX459,01,Translation as Creative Writing 01,2,Advanced Courses,"KARASHIMA, David 辛島 デイヴィッド",Tues.,３時限
EX459,02,Translation as Creative Writing 02,2,Advanced Courses,"KARASHIMA, David 辛島 デイヴィッド",Tues.,４時限
EX464,01,Translation Studies: Topics in Translation Theory 01,4,Advanced Courses,"RAESIDE, James Matthew レイサイド ジェームス マシュ",Wed.,"２時限, ４時限"
EX466,01,"The Translation, Production and Reception of Contemporary Japanese Literature for the Anglophone World and Beyond 01",2,Advanced Courses,"KARASHIMA, David 辛島 デイヴィッド",Wed.,３時限
CU453,01,Chinese Diaspora and Globalization 01,2,Advanced Courses,"CHEN, Tien Shi 陳 天璽",Fri.,４時限
CU469,01,Topics in Spanish America (Spanish) 01,2,Advanced Courses,"MATO, Shigeko 間藤 茂子",Wed.,３時限
CU471,01,APM- Intellectual History of Contemporary Korea 01,2,Advanced Courses,"LEE, Bong Kyu 李 奉奎",Tues.,４時限
CM405,01,Urban Studies,2,Advanced Courses,"DIMMER, Christian ディマ クリスティアン",Fri.,２時限
CM407,01,APM- Anthropological Appreciation of Chinese Cinema 01,2,Advanced Courses,"SHAN, Qi シャン チイ",Thur.,５時限
LE501,01,Seminar on Life and Environment 01,2,Advanced Seminars,"HIRAYAMA, Ren 平山 廉",Wed.,３時限
LE501,02,Seminar on Life and Environment 02,2,Advanced Seminars,"YOSHIDA, Satoshi 吉田 知史",Wed.,５時限
LE501,03,Seminar on Life and Environment 03,2,Advanced Seminars,"UCHIDA, Akiko 内田 亮子",Wed.,２時限
LE501,04,Seminar on Life and Environment 04,2,Advanced Seminars,"KHATIWALA, Samar Prakash カティワラ サマー プラカッシュ",Wed.,５時限
MI501,02,Seminar on Matter and Information 02,2,Advanced Seminars,"INABA, Satoshi 稲葉 知士",Wed.,５時限
MI501,03,Seminar on Matter and Information 03,2,Advanced Seminars,"SIDOLI, Nathan Camillo シドリ ネイサン カミッロ",Wed.,５時限
MI501,05,Seminar on Matter and Information 05,2,Advanced Seminars,"Wang, Jinfang 汪 金芳",Wed.,２時限
PR501,01,Seminar on Philosophy and Religion 01,2,Advanced Seminars,"NAGASAKA, Masumi 長坂 真澄",Wed.,４時限
PR501,02,Seminar on Philosophy and Religion 02,2,Advanced Seminars,"SAKURAI, Keiko 桜井 啓子",Fri.,４時限
PR501,04,Seminar on Philosophy and Religion 04,2,Advanced Seminars,"HIGAKI, Julie 檜垣 樹理",Wed.,４時限
HI501,02,Seminar on History 02,2,Advanced Seminars,"OKAMOTO, Koichi 岡本 公一",Fri.,４時限
HI501,03,Seminar on History 03,2,Advanced Seminars,"STERENBERG, Matthew Kane ステレンバーグ マシュー ケイン",Wed.,４時限
HI501,05,Seminar on History 05,2,Advanced Seminars,"FUKUYAMA, Yuko 福山 佑子",Tues.,２時限
HI501,06,Seminar on History 06,2,Advanced Seminars,"NAKAI, Maki 中井 真木",Fri.,４時限
EB501,01,Seminar on Economy and Business 01,2,Advanced Seminars,"BAAK, Saang Joon バク サンジュン",Tues.,５時限
EB501,02,Seminar on Economy and Business 02,2,Advanced Seminars,"DAIMON, Leo 大門 怜央",Fri.,５時限
EB501,03,Seminar on Economy and Business 03,2,Advanced Seminars,"ISHIKAWA, Ryuichiro 石川 竜一郎",Fri.,４時限
EB501,05,Seminar on Economy and Business 05,2,Advanced Seminars,"POKARIER, Christopher J ポカリア クリストファー",Wed.,５時限
EB501,06,Seminar on Economy and Business 06,2,Advanced Seminars,"SHADRINA, Elena シャドリナ エレナ",Wed.,４時限
EB501,07,Seminar on Economy and Business 07,2,Advanced Seminars,"MORIMOTO, Mariko 森本 真理子",Mon.,３時限
EB501,08,Seminar on Economy and Business 08,2,Advanced Seminars,"SUZUKI, Ayako 鈴木 彩子",Mon.,２時限
EB501,09,Seminar on Economy and Business 09,2,Advanced Seminars,"SHINO, Junnosuke 篠 潤之介",Wed.,５時限
GO501,01,Seminar on Governance 01,2,Advanced Seminars,"SEUL, Timothy スール ティモシー",Wed.,４時限
GO501,03,Seminar on Governance 03,2,Advanced Seminars,"AKIBA, Takeshi 秋葉 丈志",Tues.,４時限
GO501,06,Seminar on Governance 06,2,Advanced Seminars,"UESUGI, Yuji 上杉 勇司",Fri.,４時限
IR501,01,Seminar on International Relations 01,2,Advanced Seminars,"BACON, Paul Martyn ベーコン ポール・マルティン",Fri.,３時限
IR501,02,Seminar on International Relations 02,2,Advanced Seminars,"IKESHIMA, Taisaku 池島 大策",Tues.,２時限
IR501,03,Seminar on International Relations 03,2,Advanced Seminars,"KATAOKA, Sadaharu 片岡 貞治",Tues.,５時限
IR501,06,Seminar on International Relations 06,2,Advanced Seminars,"SHU, Min 舒 旻",Thur.,３時限
CO501,02,Seminar on Communication 02,2,Advanced Seminars,"MORIYAMA, Hiizu 森山 秀",Mon.,５時限
CO501,05,Seminar on Communication 05,2,Advanced Seminars,"NAMAI, Kenichi 生井 健一",Wed.,３時限
CO501,06,Seminar on Communication 06,2,Advanced Seminars,"IINO, Masakazu 飯野 公一",Wed.,５時限
CO501,07,Seminar on Communication 07,2,Advanced Seminars,"KONDO, Mariko 近藤 眞理子",Tues.,２時限
CO501,08,Seminar on Communication 08,2,Advanced Seminars,"MASUKO, Mayumi 益子 真由美",Thur.,３時限
CO501,09,Seminar on Communication 09,2,Advanced Seminars,"MUEHLEISEN, Victoria L. ミューライゼン ヴィクトリア",Fri.,２時限
CO501,12,Seminar on Communication 12,2,Advanced Seminars,"DETEY, Sylvain Matthieu Julien ドゥテ シルヴァン マッチュウ ジュリアン",Thur.,３時限
CO501,13,Seminar on Communication 13,2,Advanced Seminars,"SATO, Azusa 佐藤 あずさ",Thur.,２時限
CO501,14,Seminar on Communication 14,2,Advanced Seminars,"NAKAMURA, Chie 中村 智栄",Fri.,３時限
CO501,15,Seminar on Communication 15,2,Advanced Seminars,"SUZUKI, Yuichi 鈴木 祐一",Fri.,３時限
EX501,07,Seminar on Expression 07,2,Advanced Seminars,"HIRASAWA, Caroline Ｃ．ヒラサワ",Tues.,２時限
EX501,09,Seminar on Expression 09,2,Advanced Seminars,"KARASHIMA, David 辛島 デイヴィッド",Wed.,４時限
EX501,10,Seminar on Expression 10,2,Advanced Seminars,"OWADA, Eiko 大和田 英子",Tues.,２時限
EX501,13,Seminar on Expression 13,2,Advanced Seminars,"TSUKADA, Yuichi 塚田 雄一",Tues.,４時限
CU501,01,Seminar on Culture 01,2,Advanced Seminars,"ASO, Takashi 麻生 享志",Fri.,２時限
CU501,02,Seminar on Culture 02,2,Advanced Seminars,"BERNARD, Rosemarie ベルナール ローズマリー",Wed.,４時限
CU501,05,Seminar on Culture 05,2,Advanced Seminars,"DVORAK, Greg ドボルザーク グレッグ",Tues.,５時限
CU501,07,Seminar on Culture 07,2,Advanced Seminars,"SCHARLOTH, Joachim シャルロート ヨアヒム",Wed.,３時限
CU501,11,Seminar on Culture 11,2,Advanced Seminars,"DIMMER, Christian ディマ クリスティアン",Fri.,５時限
CU501,13,Seminar on Culture 13,2,Advanced Seminars,"RHEE, Maji Christine リー マージ クリスティン",Wed.,３時限
CU501,14,Seminar on Culture 14,2,Advanced Seminars,"YOSHIMOTO, Mitsuhiro 吉本 光宏",Wed.,４時限
CU501,15,Seminar on Culture 15,2,Advanced Seminars,"MATO, Shigeko 間藤 茂子",Wed.,５時限
CU501,17,Seminar on Culture 17,2,Advanced Seminars,"CHEN, Tien Shi 陳 天璽",Wed.,４時限
CU501,18,Seminar on Culture 18,2,Advanced Seminars,"OHMAN, Emily オーマン エミリー",Tues.,２時限
CU501,19,Seminar on Culture 19,2,Advanced Seminars,"NISHIMURA, Keiko 西村 恵子",Wed.,４時限
MB501,01,Seminar on Mind and Body 01,2,Advanced Seminars,"AZUMA, Rayna 東 玲奈",Tues.,４時限
